	WGD	Rate	Number of Leaves	n	Method	filename	rf	grf	quartet	Unnamed: 0
286	lowwgd	0.1	15	3	sitka	data_lowwgd_0.1_15_3	15.0	0.5675988	0.3912088	
287	lowwgd	0.1	20	3	sitka	data_lowwgd_0.1_20_3	25.0	0.5892526	0.4583124	
288	lowwgd	0.1	3	0	sitka	data_lowwgd_0.1_3_0	0.0	0.0	0.0	
289	lowwgd	0.1	3	1	sitka	data_lowwgd_0.1_3_1	0.0	0.0	0.0	
290	lowwgd	0.1	3	10	sitka	data_lowwgd_0.1_3_10	0.0	0.0	0.0	
291	lowwgd	0.1	3	11	sitka	data_lowwgd_0.1_3_11	0.0	0.0	0.0	
292	lowwgd	0.1	3	12	sitka	data_lowwgd_0.1_3_12	0.0	0.0	0.0	
293	lowwgd	0.1	3	13	sitka	data_lowwgd_0.1_3_13	0.0	0.0	0.0	
294	lowwgd	0.1	3	14	sitka	data_lowwgd_0.1_3_14	0.0	0.0	0.0	
295	lowwgd	0.1	3	15	sitka	data_lowwgd_0.1_3_15	0.0	0.0	0.0	
296	lowwgd	0.1	3	16	sitka	data_lowwgd_0.1_3_16	0.0	0.0	0.0	
297	lowwgd	0.1	3	17	sitka	data_lowwgd_0.1_3_17	0.0	0.0	0.0	
298	lowwgd	0.1	3	18	sitka	data_lowwgd_0.1_3_18	0.0	0.0	0.0	
299	lowwgd	0.1	3	19	sitka	data_lowwgd_0.1_3_19	2.0	1.0	1.0	
300	lowwgd	0.1	3	2	sitka	data_lowwgd_0.1_3_2	0.0	0.0	0.0	
301	lowwgd	0.1	3	20	sitka	data_lowwgd_0.1_3_20	0.0	0.0	0.0	
302	lowwgd	0.1	3	21	sitka	data_lowwgd_0.1_3_21	0.0	0.0	0.0	
303	lowwgd	0.1	3	22	sitka	data_lowwgd_0.1_3_22	0.0	0.0	0.0	
304	lowwgd	0.1	3	23	sitka	data_lowwgd_0.1_3_23	0.0	0.0	0.0	
305	lowwgd	0.1	3	24	sitka	data_lowwgd_0.1_3_24	0.0	0.0	0.0	
306	lowwgd	0.1	3	3	sitka	data_lowwgd_0.1_3_3	0.0	0.0	0.0	
307	lowwgd	0.1	3	4	sitka	data_lowwgd_0.1_3_4	0.0	0.0	0.0	
308	lowwgd	0.1	3	5	sitka	data_lowwgd_0.1_3_5	0.0	0.0	0.0	
309	lowwgd	0.1	3	6	sitka	data_lowwgd_0.1_3_6	0.0	0.0	0.0	
310	lowwgd	0.1	3	7	sitka	data_lowwgd_0.1_3_7	0.0	0.0	0.0	
311	lowwgd	0.1	3	8	sitka	data_lowwgd_0.1_3_8	1.0	1.0	0.5	
312	lowwgd	0.1	3	9	sitka	data_lowwgd_0.1_3_9	0.0	0.0	0.0	
313	lowwgd	0.1	5	3	sitka	data_lowwgd_0.1_5_3	0.0	0.0	0.0	
314	nowgd	0.01	100	3	sitka	data_nowgd_0.01_100_3	102.0	0.5312183	0.256814	
315	nowgd	0.01	10	3	sitka	data_nowgd_0.01_10_3	4.0	0.2525947	0.1848485	
316	nowgd	0.01	15	3	sitka	data_nowgd_0.01_15_3	8.0	0.253695	0.2164835	
317	nowgd	0.01	20	3	sitka	data_nowgd_0.01_20_3	10.0	0.19707909	0.04628237	
318	nowgd	0.01	250	3	sitka	data_nowgd_0.01_250_3	281.0	0.6053777	0.2121328	
319	nowgd	0.01	3	0	sitka	data_nowgd_0.01_3_0	0.0	0.0	0.0	
320	nowgd	0.01	3	1	sitka	data_nowgd_0.01_3_1	1.0	1.0	0.5	
321	nowgd	0.01	3	10	sitka	data_nowgd_0.01_3_10	0.0	0.0	0.0	
322	nowgd	0.01	3	11	sitka	data_nowgd_0.01_3_11	1.0	1.0	0.5	
323	nowgd	0.01	3	12	sitka	data_nowgd_0.01_3_12	0.0	0.0	0.0	
324	nowgd	0.01	3	13	sitka	data_nowgd_0.01_3_13	1.0	1.0	0.5	
325	nowgd	0.01	3	14	sitka	data_nowgd_0.01_3_14	0.0	0.0	0.0	
326	nowgd	0.01	3	15	sitka	data_nowgd_0.01_3_15	1.0	1.0	0.5	
327	nowgd	0.01	3	16	sitka	data_nowgd_0.01_3_16	1.0	1.0	0.5	
328	nowgd	0.01	3	17	sitka	data_nowgd_0.01_3_17	0.0	0.0	0.0	
329	nowgd	0.01	3	18	sitka	data_nowgd_0.01_3_18	0.0	0.0	0.0	
330	nowgd	0.01	3	19	sitka	data_nowgd_0.01_3_19	1.0	1.0	0.5	
331	nowgd	0.01	3	2	sitka	data_nowgd_0.01_3_2	0.0	0.0	0.0	
332	nowgd	0.01	3	20	sitka	data_nowgd_0.01_3_20	1.0	1.0	0.5	
333	nowgd	0.01	3	21	sitka	data_nowgd_0.01_3_21	1.0	1.0	0.5	
334	nowgd	0.01	3	22	sitka	data_nowgd_0.01_3_22	1.0	1.0	0.5	
335	nowgd	0.01	3	23	sitka	data_nowgd_0.01_3_23	0.0	0.0	0.0	
336	nowgd	0.01	3	24	sitka	data_nowgd_0.01_3_24	0.0	0.0	0.0	
337	nowgd	0.01	3	3	sitka	data_nowgd_0.01_3_3	1.0	1.0	0.5	
338	nowgd	0.01	3	4	sitka	data_nowgd_0.01_3_4	0.0	0.0	0.0	
339	nowgd	0.01	3	5	sitka	data_nowgd_0.01_3_5	0.0	0.0	0.0	
340	nowgd	0.01	3	6	sitka	data_nowgd_0.01_3_6	0.0	0.0	0.0	
341	nowgd	0.01	3	7	sitka	data_nowgd_0.01_3_7	1.0	1.0	0.5	
342	nowgd	0.01	3	8	sitka	data_nowgd_0.01_3_8	0.0	0.0	0.0	
343	nowgd	0.01	3	9	sitka	data_nowgd_0.01_3_9	1.0	1.0	0.5	
344	nowgd	0.01	500	3	sitka	data_nowgd_0.01_500_3	544.0	0.8114618	0.0	
345	nowgd	0.01	50	3	sitka	data_nowgd_0.01_50_3	41.0	0.5395292	0.2443337	
346	nowgd	0.01	5	3	sitka	data_nowgd_0.01_5_3	1.0	0.1931267	0.1	
347	nowgd	0.025	100	3	sitka	data_nowgd_0.025_100_3	133.0	0.776395	0.457798	
348	nowgd	0.025	10	3	sitka	data_nowgd_0.025_10_3	3.0	0.12281544	0.05454545	
349	nowgd	0.025	15	3	sitka	data_nowgd_0.025_15_3	8.0	0.2405247	0.075	
350	nowgd	0.025	20	3	sitka	data_nowgd_0.025_20_3	17.0	0.4091581	0.2473684	
351	nowgd	0.025	250	3	sitka	data_nowgd_0.025_250_3	290.0	0.8714863	0.5631917	
352	nowgd	0.025	3	0	sitka	data_nowgd_0.025_3_0	0.0	0.0	0.0	
353	nowgd	0.025	3	1	sitka	data_nowgd_0.025_3_1	0.0	0.0	0.0	
354	nowgd	0.025	3	10	sitka	data_nowgd_0.025_3_10	0.0	0.0	0.0	
355	nowgd	0.025	3	11	sitka	data_nowgd_0.025_3_11	0.0	0.0	0.0	
356	nowgd	0.025	3	12	sitka	data_nowgd_0.025_3_12	0.0	0.0	0.0	
357	nowgd	0.025	3	13	sitka	data_nowgd_0.025_3_13	0.0	0.0	0.0	
358	nowgd	0.025	3	14	sitka	data_nowgd_0.025_3_14	0.0	0.0	0.0	
359	nowgd	0.025	3	15	sitka	data_nowgd_0.025_3_15	0.0	0.0	0.0	
360	nowgd	0.025	3	16	sitka	data_nowgd_0.025_3_16	0.0	0.0	0.0	
361	nowgd	0.025	3	17	sitka	data_nowgd_0.025_3_17	0.0	0.0	0.0	
362	nowgd	0.025	3	18	sitka	data_nowgd_0.025_3_18	0.0	0.0	0.0	
363	nowgd	0.025	3	19	sitka	data_nowgd_0.025_3_19	0.0	0.0	0.0	
364	nowgd	0.025	3	2	sitka	data_nowgd_0.025_3_2	1.0	1.0	0.5	
365	nowgd	0.025	3	20	sitka	data_nowgd_0.025_3_20	0.0	0.0	0.0	
366	nowgd	0.025	3	21	sitka	data_nowgd_0.025_3_21	1.0	1.0	0.5	
367	nowgd	0.025	3	22	sitka	data_nowgd_0.025_3_22	0.0	0.0	0.0	
368	nowgd	0.025	3	23	sitka	data_nowgd_0.025_3_23	0.0	0.0	0.0	
369	nowgd	0.025	3	24	sitka	data_nowgd_0.025_3_24	0.0	0.0	0.0	
370	nowgd	0.025	3	3	sitka	data_nowgd_0.025_3_3	0.0	0.0	0.0	
371	nowgd	0.025	3	4	sitka	data_nowgd_0.025_3_4	0.0	0.0	0.0	
372	nowgd	0.025	3	5	sitka	data_nowgd_0.025_3_5	0.0	0.0	0.0	
373	nowgd	0.025	3	6	sitka	data_nowgd_0.025_3_6	0.0	0.0	0.0	
374	nowgd	0.025	3	7	sitka	data_nowgd_0.025_3_7	0.0	0.0	0.0	
375	nowgd	0.025	3	8	sitka	data_nowgd_0.025_3_8	0.0	0.0	0.0	
376	nowgd	0.025	3	9	sitka	data_nowgd_0.025_3_9	2.0	1.0	1.0	
377	nowgd	0.025	500	3	sitka	data_nowgd_0.025_500_3	546.0	0.907578	0.0	
378	nowgd	0.025	50	3	sitka	data_nowgd_0.025_50_3	48.0	0.3896827	0.1657523	
379	nowgd	0.025	5	3	sitka	data_nowgd_0.025_5_3	2.0	0.3081816	0.2	
380	nowgd	0.05	100	3	sitka	data_nowgd_0.05_100_3	127.0	0.8234976	0.4747301	
381	nowgd	0.05	10	3	sitka	data_nowgd_0.05_10_3	2.0	0.08890461	0.02424242	
382	nowgd	0.05	15	3	sitka	data_nowgd_0.05_15_3	18.0	0.6553439	0.531044	
383	nowgd	0.05	20	3	sitka	data_nowgd_0.05_20_3	22.0	0.5892552	0.3516291	
384	nowgd	0.05	250	3	sitka	data_nowgd_0.05_250_3	281.0	0.8742501	0.5424893	
385	nowgd	0.05	3	0	sitka	data_nowgd_0.05_3_0	0.0	0.0	0.0	
386	nowgd	0.05	3	1	sitka	data_nowgd_0.05_3_1	0.0	0.0	0.0	
387	nowgd	0.05	3	10	sitka	data_nowgd_0.05_3_10	0.0	0.0	0.0	
388	nowgd	0.05	3	11	sitka	data_nowgd_0.05_3_11	0.0	0.0	0.0	
389	nowgd	0.05	3	12	sitka	data_nowgd_0.05_3_12	0.0	0.0	0.0	
390	nowgd	0.05	3	13	sitka	data_nowgd_0.05_3_13	0.0	0.0	0.0	
391	nowgd	0.05	3	14	sitka	data_nowgd_0.05_3_14	0.0	0.0	0.0	
392	nowgd	0.05	3	15	sitka	data_nowgd_0.05_3_15	0.0	0.0	0.0	
393	nowgd	0.05	3	16	sitka	data_nowgd_0.05_3_16	0.0	0.0	0.0	
394	nowgd	0.05	3	17	sitka	data_nowgd_0.05_3_17	0.0	0.0	0.0	
395	nowgd	0.05	3	18	sitka	data_nowgd_0.05_3_18	2.0	1.0	1.0	
396	nowgd	0.05	3	19	sitka	data_nowgd_0.05_3_19	0.0	0.0	0.0	
397	nowgd	0.05	3	2	sitka	data_nowgd_0.05_3_2	0.0	0.0	0.0	
398	nowgd	0.05	3	20	sitka	data_nowgd_0.05_3_20	0.0	0.0	0.0	
399	nowgd	0.05	3	21	sitka	data_nowgd_0.05_3_21	0.0	0.0	0.0	
400	nowgd	0.05	3	22	sitka	data_nowgd_0.05_3_22	2.0	1.0	1.0	
401	nowgd	0.05	3	23	sitka	data_nowgd_0.05_3_23	0.0	0.0	0.0	
402	nowgd	0.05	3	24	sitka	data_nowgd_0.05_3_24	0.0	0.0	0.0	
403	nowgd	0.05	3	3	sitka	data_nowgd_0.05_3_3	0.0	0.0	0.0	
404	nowgd	0.05	3	4	sitka	data_nowgd_0.05_3_4	0.0	0.0	0.0	
405	nowgd	0.05	3	5	sitka	data_nowgd_0.05_3_5	0.0	0.0	0.0	
406	nowgd	0.05	3	6	sitka	data_nowgd_0.05_3_6	0.0	0.0	0.0	
407	nowgd	0.05	3	7	sitka	data_nowgd_0.05_3_7	0.0	0.0	0.0	
408	nowgd	0.05	3	8	sitka	data_nowgd_0.05_3_8	0.0	0.0	0.0	
409	nowgd	0.05	3	9	sitka	data_nowgd_0.05_3_9	0.0	0.0	0.0	
410	nowgd	0.05	500	3	sitka	data_nowgd_0.05_500_3	531.0	0.92032	0.0	
411	nowgd	0.05	50	3	sitka	data_nowgd_0.05_50_3	67.0	0.5630748	0.2421369	
412	nowgd	0.05	5	3	sitka	data_nowgd_0.05_5_3	2.0	0.3081816	0.2	
413	nowgd	0.075	10	3	sitka	data_nowgd_0.075_10_3	11.0	0.5149541	0.3848485	
414	nowgd	0.075	15	3	sitka	data_nowgd_0.075_15_3	16.0	0.4720032	0.3	
415	nowgd	0.075	20	3	sitka	data_nowgd_0.075_20_3	27.0	0.653225	0.3489557	
416	nowgd	0.075	3	0	sitka	data_nowgd_0.075_3_0	0.0	0.0	0.0	
417	nowgd	0.075	3	1	sitka	data_nowgd_0.075_3_1	0.0	0.0	0.0	
418	nowgd	0.075	3	10	sitka	data_nowgd_0.075_3_10	0.0	0.0	0.0	
419	nowgd	0.075	3	11	sitka	data_nowgd_0.075_3_11	0.0	0.0	0.0	
420	nowgd	0.075	3	12	sitka	data_nowgd_0.075_3_12	0.0	0.0	0.0	
421	nowgd	0.075	3	13	sitka	data_nowgd_0.075_3_13	0.0	0.0	0.0	
422	nowgd	0.075	3	14	sitka	data_nowgd_0.075_3_14	2.0	1.0	1.0	
423	nowgd	0.075	3	15	sitka	data_nowgd_0.075_3_15	0.0	0.0	0.0	
424	nowgd	0.075	3	16	sitka	data_nowgd_0.075_3_16	0.0	0.0	0.0	
425	nowgd	0.075	3	17	sitka	data_nowgd_0.075_3_17	0.0	0.0	0.0	
426	nowgd	0.075	3	18	sitka	data_nowgd_0.075_3_18	0.0	0.0	0.0	
427	nowgd	0.075	3	19	sitka	data_nowgd_0.075_3_19	0.0	0.0	0.0	
428	nowgd	0.075	3	2	sitka	data_nowgd_0.075_3_2	0.0	0.0	0.0	
429	nowgd	0.075	3	20	sitka	data_nowgd_0.075_3_20	0.0	0.0	0.0	
430	nowgd	0.075	3	21	sitka	data_nowgd_0.075_3_21	0.0	0.0	0.0	
431	nowgd	0.075	3	22	sitka	data_nowgd_0.075_3_22	0.0	0.0	0.0	
432	nowgd	0.075	3	23	sitka	data_nowgd_0.075_3_23	0.0	0.0	0.0	
433	nowgd	0.075	3	24	sitka	data_nowgd_0.075_3_24	0.0	0.0	0.0	
434	nowgd	0.075	3	3	sitka	data_nowgd_0.075_3_3	0.0	0.0	0.0	
435	nowgd	0.075	3	4	sitka	data_nowgd_0.075_3_4	0.0	0.0	0.0	
436	nowgd	0.075	3	5	sitka	data_nowgd_0.075_3_5	0.0	0.0	0.0	
437	nowgd	0.075	3	6	sitka	data_nowgd_0.075_3_6	0.0	0.0	0.0	
438	nowgd	0.075	3	7	sitka	data_nowgd_0.075_3_7	0.0	0.0	0.0	
439	nowgd	0.075	3	8	sitka	data_nowgd_0.075_3_8	0.0	0.0	0.0	
440	nowgd	0.075	3	9	sitka	data_nowgd_0.075_3_9	2.0	1.0	1.0	
441	nowgd	0.075	5	3	sitka	data_nowgd_0.075_5_3	3.0	0.5793802	0.5	
442	nowgd	0.1	10	3	sitka	data_nowgd_0.1_10_3	4.0	0.2572121	0.1939394	
443	nowgd	0.1	15	3	sitka	data_nowgd_0.1_15_3	19.0	0.6656589	0.4821429	
444	nowgd	0.1	20	3	sitka	data_nowgd_0.1_20_3	28.0	0.690169	0.4258981	
445	nowgd	0.1	3	0	sitka	data_nowgd_0.1_3_0	0.0	0.0	0.0	
446	nowgd	0.1	3	1	sitka	data_nowgd_0.1_3_1	0.0	0.0	0.0	
447	nowgd	0.1	3	10	sitka	data_nowgd_0.1_3_10	0.0	0.0	0.0	
448	nowgd	0.1	3	11	sitka	data_nowgd_0.1_3_11	0.0	0.0	0.0	
449	nowgd	0.1	3	12	sitka	data_nowgd_0.1_3_12	0.0	0.0	0.0	
450	nowgd	0.1	3	13	sitka	data_nowgd_0.1_3_13	0.0	0.0	0.0	
451	nowgd	0.1	3	14	sitka	data_nowgd_0.1_3_14	0.0	0.0	0.0	
452	nowgd	0.1	3	15	sitka	data_nowgd_0.1_3_15	0.0	0.0	0.0	
453	nowgd	0.1	3	16	sitka	data_nowgd_0.1_3_16	0.0	0.0	0.0	
454	nowgd	0.1	3	17	sitka	data_nowgd_0.1_3_17	0.0	0.0	0.0	
455	nowgd	0.1	3	18	sitka	data_nowgd_0.1_3_18	0.0	0.0	0.0	
456	nowgd	0.1	3	19	sitka	data_nowgd_0.1_3_19	0.0	0.0	0.0	
457	nowgd	0.1	3	2	sitka	data_nowgd_0.1_3_2	0.0	0.0	0.0	
458	nowgd	0.1	3	20	sitka	data_nowgd_0.1_3_20	0.0	0.0	0.0	
459	nowgd	0.1	3	21	sitka	data_nowgd_0.1_3_21	0.0	0.0	0.0	
460	nowgd	0.1	3	22	sitka	data_nowgd_0.1_3_22	0.0	0.0	0.0	
461	nowgd	0.1	3	23	sitka	data_nowgd_0.1_3_23	0.0	0.0	0.0	
462	nowgd	0.1	3	24	sitka	data_nowgd_0.1_3_24	0.0	0.0	0.0	
463	nowgd	0.1	3	3	sitka	data_nowgd_0.1_3_3	0.0	0.0	0.0	
464	nowgd	0.1	3	4	sitka	data_nowgd_0.1_3_4	0.0	0.0	0.0	
465	nowgd	0.1	3	5	sitka	data_nowgd_0.1_3_5	0.0	0.0	0.0	
466	nowgd	0.1	3	6	sitka	data_nowgd_0.1_3_6	0.0	0.0	0.0	
467	nowgd	0.1	3	7	sitka	data_nowgd_0.1_3_7	0.0	0.0	0.0	
468	nowgd	0.1	3	8	sitka	data_nowgd_0.1_3_8	0.0	0.0	0.0	
469	nowgd	0.1	3	9	sitka	data_nowgd_0.1_3_9	0.0	0.0	0.0	
470	nowgd	0.1	5	3	sitka	data_nowgd_0.1_5_3	2.0	0.3081816	0.2	
471	highwgd	0.01	100	0	sitka	data_highwgd_0.01_100_0	101.0	0.4366446	0.1197701	
472	highwgd	0.01	100	1	sitka	data_highwgd_0.01_100_1	96.0	0.45326758	0.08824152	
473	highwgd	0.01	100	10	sitka	data_highwgd_0.01_100_10	119.0	0.6461103	0.3148918	
474	highwgd	0.01	100	11	sitka	data_highwgd_0.01_100_11	115.0	0.6452834	0.4221009	
475	highwgd	0.01	100	12	sitka	data_highwgd_0.01_100_12	111.0	0.5246021	0.1331396	
476	highwgd	0.01	100	13	sitka	data_highwgd_0.01_100_13	96.0	0.5325853	0.2542394	
477	highwgd	0.01	100	14	sitka	data_highwgd_0.01_100_14	109.0	0.5046288	0.1548456	
478	highwgd	0.01	100	15	sitka	data_highwgd_0.01_100_15	100.0	0.4990153	0.1545883	
479	highwgd	0.01	100	16	sitka	data_highwgd_0.01_100_16	92.0	0.6081495	0.2463415	
480	highwgd	0.01	100	17	sitka	data_highwgd_0.01_100_17	101.0	0.46632942	0.09385539	
481	highwgd	0.01	100	18	sitka	data_highwgd_0.01_100_18	101.0	0.5947904	0.3013924	
482	highwgd	0.01	100	19	sitka	data_highwgd_0.01_100_19	94.0	0.4757365	0.1511217	
483	highwgd	0.01	100	2	sitka	data_highwgd_0.01_100_2	115.0	0.6070062	0.4132757	
484	highwgd	0.01	100	20	sitka	data_highwgd_0.01_100_20	113.0	0.690589	0.4433793	
485	highwgd	0.01	100	21	sitka	data_highwgd_0.01_100_21	108.0	0.6441043	0.3578052	
486	highwgd	0.01	100	22	sitka	data_highwgd_0.01_100_22	109.0	0.6078389	0.3280979	
487	highwgd	0.01	100	23	sitka	data_highwgd_0.01_100_23	101.0	0.489033	0.1526368	
488	highwgd	0.01	100	24	sitka	data_highwgd_0.01_100_24	101.0	0.5418822	0.2055363	
489	highwgd	0.01	100	3	sitka	data_highwgd_0.01_100_3	108.0	0.5612141	0.2781289	
490	highwgd	0.01	100	4	sitka	data_highwgd_0.01_100_4	100.0	0.5398227	0.1622276	
491	highwgd	0.01	100	5	sitka	data_highwgd_0.01_100_5	108.0	0.5785221	0.3349581	
492	highwgd	0.01	100	6	sitka	data_highwgd_0.01_100_6	111.0	0.5378018	0.2323408	
493	highwgd	0.01	100	7	sitka	data_highwgd_0.01_100_7	99.0	0.4834778	0.1469567	
494	highwgd	0.01	100	8	sitka	data_highwgd_0.01_100_8	111.0	0.6125558	0.3677694	
495	highwgd	0.01	100	9	sitka	data_highwgd_0.01_100_9	105.0	0.4708595	0.1753189	
496	highwgd	0.01	10	0	sitka	data_highwgd_0.01_10_0	5.0	0.3187586	0.1151515	
497	highwgd	0.01	10	1	sitka	data_highwgd_0.01_10_1	6.0	0.3060559	0.2090909	
498	highwgd	0.01	10	10	sitka	data_highwgd_0.01_10_10	4.0	0.2569655	0.1212121	
499	highwgd	0.01	10	11	sitka	data_highwgd_0.01_10_11	6.0	0.4231709	0.2666667	
500	highwgd	0.01	10	12	sitka	data_highwgd_0.01_10_12	7.0	0.4040995	0.2424242	
501	highwgd	0.01	10	13	sitka	data_highwgd_0.01_10_13	6.0	0.3987929	0.3242424	
502	highwgd	0.01	10	14	sitka	data_highwgd_0.01_10_14	5.0	0.2752106	0.1121212	
503	highwgd	0.01	10	15	sitka	data_highwgd_0.01_10_15	6.0	0.3792762	0.3212121	
504	highwgd	0.01	10	16	sitka	data_highwgd_0.01_10_16	8.0	0.574755	0.419697	
505	highwgd	0.01	10	17	sitka	data_highwgd_0.01_10_17	2.0	0.1651411	0.1121212	
506	highwgd	0.01	10	18	sitka	data_highwgd_0.01_10_18	12.0	0.72084	0.4454545	
507	highwgd	0.01	10	19	sitka	data_highwgd_0.01_10_19	7.0	0.4598098	0.2606061	
508	highwgd	0.01	10	2	sitka	data_highwgd_0.01_10_2	7.0	0.3924969	0.2833333	
509	highwgd	0.01	10	20	sitka	data_highwgd_0.01_10_20	4.0	0.3851742	0.2621212	
510	highwgd	0.01	10	21	sitka	data_highwgd_0.01_10_21	3.0	0.21786656	0.07878788	
511	highwgd	0.01	10	22	sitka	data_highwgd_0.01_10_22	9.0	0.5269941	0.4090909	
512	highwgd	0.01	10	23	sitka	data_highwgd_0.01_10_23	3.0	0.20598554	0.07272727	
513	highwgd	0.01	10	24	sitka	data_highwgd_0.01_10_24	7.0	0.420477	0.230303	
514	highwgd	0.01	10	3	sitka	data_highwgd_0.01_10_3	7.0	0.5420896	0.2469697	
515	highwgd	0.01	10	4	sitka	data_highwgd_0.01_10_4	7.0	0.3174942	0.1636364	
516	highwgd	0.01	10	5	sitka	data_highwgd_0.01_10_5	6.0	0.3514634	0.2863636	
517	highwgd	0.01	10	6	sitka	data_highwgd_0.01_10_6	7.0	0.4047363	0.2454545	
518	highwgd	0.01	10	7	sitka	data_highwgd_0.01_10_7	5.0	0.4215873	0.1772727	
519	highwgd	0.01	10	8	sitka	data_highwgd_0.01_10_8	7.0	0.3862309	0.2530303	
520	highwgd	0.01	10	9	sitka	data_highwgd_0.01_10_9	3.0	0.2350739	0.1166667	
521	highwgd	0.01	15	0	sitka	data_highwgd_0.01_15_0	11.0	0.3967526	0.1793956	
522	highwgd	0.01	15	1	sitka	data_highwgd_0.01_15_1	9.0	0.4582586	0.2763736	
523	highwgd	0.01	15	10	sitka	data_highwgd_0.01_15_10	8.0	0.29332604	0.06978022	
524	highwgd	0.01	15	11	sitka	data_highwgd_0.01_15_11	7.0	0.3892118	0.2398352	
525	highwgd	0.01	15	12	sitka	data_highwgd_0.01_15_12	11.0	0.4117541	0.2299451	
526	highwgd	0.01	15	13	sitka	data_highwgd_0.01_15_13	8.0	0.2707359	0.1519231	
527	highwgd	0.01	15	14	sitka	data_highwgd_0.01_15_14	14.0	0.5373815	0.3434066	
528	highwgd	0.01	15	15	sitka	data_highwgd_0.01_15_15	8.0	0.24774071	0.09532967	
529	highwgd	0.01	15	16	sitka	data_highwgd_0.01_15_16	4.0	0.17524727	0.06126374	
530	highwgd	0.01	15	17	sitka	data_highwgd_0.01_15_17	10.0	0.326686	0.1244505	
531	highwgd	0.01	15	18	sitka	data_highwgd_0.01_15_18	10.0	0.4028141	0.2667582	
532	highwgd	0.01	15	19	sitka	data_highwgd_0.01_15_19	8.0	0.2613745	0.1024725	
533	highwgd	0.01	15	2	sitka	data_highwgd_0.01_15_2	9.0	0.4804585	0.2862637	
534	highwgd	0.01	15	20	sitka	data_highwgd_0.01_15_20	10.0	0.3251006	0.1832418	
535	highwgd	0.01	15	21	sitka	data_highwgd_0.01_15_21	4.0	0.17315477	0.04752747	
536	highwgd	0.01	15	22	sitka	data_highwgd_0.01_15_22	7.0	0.4045317	0.1934066	
537	highwgd	0.01	15	23	sitka	data_highwgd_0.01_15_23	4.0	0.210012	0.1239011	
538	highwgd	0.01	15	24	sitka	data_highwgd_0.01_15_24	11.0	0.4009539	0.2675824	
539	highwgd	0.01	15	3	sitka	data_highwgd_0.01_15_3	15.0	0.6334287	0.3436813	
540	highwgd	0.01	15	4	sitka	data_highwgd_0.01_15_4	9.0	0.4698438	0.2975275	
541	highwgd	0.01	15	5	sitka	data_highwgd_0.01_15_5	6.0	0.3198922	0.1090659	
542	highwgd	0.01	15	6	sitka	data_highwgd_0.01_15_6	13.0	0.5141335	0.3505495	
543	highwgd	0.01	15	7	sitka	data_highwgd_0.01_15_7	5.0	0.19727026	0.05412088	
544	highwgd	0.01	15	8	sitka	data_highwgd_0.01_15_8	9.0	0.4573505	0.2417582	
545	highwgd	0.01	15	9	sitka	data_highwgd_0.01_15_9	6.0	0.24008907	0.09423077	
546	highwgd	0.01	20	0	sitka	data_highwgd_0.01_20_0	17.0	0.4548448	0.227736	
547	highwgd	0.01	20	1	sitka	data_highwgd_0.01_20_1	16.0	0.5448484	0.2492063	
548	highwgd	0.01	20	10	sitka	data_highwgd_0.01_20_10	18.0	0.4730263	0.2323308	
549	highwgd	0.01	20	11	sitka	data_highwgd_0.01_20_11	6.0	0.15685563	0.04569758	
550	highwgd	0.01	20	12	sitka	data_highwgd_0.01_20_12	19.0	0.4883448	0.318797	
551	highwgd	0.01	20	13	sitka	data_highwgd_0.01_20_13	13.0	0.3601032	0.1231412	
552	highwgd	0.01	20	14	sitka	data_highwgd_0.01_20_14	20.0	0.4841991	0.3543024	
553	highwgd	0.01	20	15	sitka	data_highwgd_0.01_20_15	15.0	0.4363457	0.2274854	
554	highwgd	0.01	20	16	sitka	data_highwgd_0.01_20_16	15.0	0.5170384	0.2600668	
555	highwgd	0.01	20	17	sitka	data_highwgd_0.01_20_17	11.0	0.3782283	0.1068505	
556	highwgd	0.01	20	18	sitka	data_highwgd_0.01_20_18	22.0	0.6138058	0.4312448	
557	highwgd	0.01	20	19	sitka	data_highwgd_0.01_20_19	14.0	0.3999501	0.2906433	
558	highwgd	0.01	20	2	sitka	data_highwgd_0.01_20_2	9.0	0.2109208	0.0593985	
559	highwgd	0.01	20	20	sitka	data_highwgd_0.01_20_20	13.0	0.412936	0.1341688	
560	highwgd	0.01	20	21	sitka	data_highwgd_0.01_20_21	11.0	0.33572431	0.07627402	
561	highwgd	0.01	20	22	sitka	data_highwgd_0.01_20_22	11.0	0.3787695	0.1903091	
562	highwgd	0.01	20	23	sitka	data_highwgd_0.01_20_23	16.0	0.4105119	0.2314954	
563	highwgd	0.01	20	24	sitka	data_highwgd_0.01_20_24	22.0	0.6722292	0.4610693	
564	highwgd	0.01	20	3	sitka	data_highwgd_0.01_20_3	11.0	0.3704443	0.1669173	
565	highwgd	0.01	20	4	sitka	data_highwgd_0.01_20_4	16.0	0.3415873	0.1376775	
566	highwgd	0.01	20	5	sitka	data_highwgd_0.01_20_5	11.0	0.369776	0.1385965	
567	highwgd	0.01	20	6	sitka	data_highwgd_0.01_20_6	14.0	0.4023853	0.2430242	
568	highwgd	0.01	20	7	sitka	data_highwgd_0.01_20_7	13.0	0.3423165	0.1918964	
569	highwgd	0.01	20	8	sitka	data_highwgd_0.01_20_8	11.0	0.3868812	0.2508772	
570	highwgd	0.01	20	9	sitka	data_highwgd_0.01_20_9	15.0	0.456221	0.2483709	
