Rate	Number of Leaves	n	WGD	Method	Distance
0.01	10	1	No WGD	Hamming Min. Ev.	0.0939472056558307
0.01	10	1	No WGD	Hamming NJ	0.0
0.01	10	1	No WGD	MEDICC2	0.0
0.01	10	2	High WGD	MEDALT	0.595640505000019
0.01	10	2	High WGD	Euclidean Min. Ev.	0.293169784586187
0.01	10	2	High WGD	Euclidean NJ	0.293169784586187
0.01	10	2	High WGD	Hamming Min. Ev.	0.293169784586187
0.01	10	2	High WGD	Hamming NJ	0.179685141150599
0.01	10	2	High WGD	MEDICC2	0.203699182926537
0.01	10	2	Low WGD	MEDALT	0.595640505000019
0.01	10	2	Low WGD	Euclidean Min. Ev.	0.293169784586187
0.01	10	2	Low WGD	Euclidean NJ	0.293169784586187
0.01	10	2	Low WGD	Hamming Min. Ev.	0.293169784586187
0.01	10	2	Low WGD	Hamming NJ	0.179685141150599
0.01	10	2	Low WGD	MEDICC2	0.203699182926537
0.01	10	2	No WGD	MEDALT	0.595640505000019
0.01	10	2	No WGD	Euclidean Min. Ev.	0.293169784586187
0.01	10	2	No WGD	Euclidean NJ	0.293169784586187
0.01	10	2	No WGD	Hamming Min. Ev.	0.293169784586187
0.01	10	2	No WGD	Hamming NJ	0.179685141150599
0.01	10	2	No WGD	MEDICC2	0.203699182926537
0.01	10	3	High WGD	MEDALT	0.3131769270597
0.01	10	3	High WGD	Euclidean Min. Ev.	0.246803710869662
0.01	10	3	High WGD	Euclidean NJ	0.336479125219378
0.01	10	3	High WGD	Hamming Min. Ev.	0.246803710869662
0.01	10	3	High WGD	Hamming NJ	0.321574401378029
0.01	10	3	High WGD	MEDICC2	0.336479125219378
0.01	10	3	Low WGD	MEDALT	0.3131769270597
0.01	10	3	Low WGD	Euclidean Min. Ev.	0.246803710869662
0.01	10	3	Low WGD	Euclidean NJ	0.336479125219378
0.01	10	3	Low WGD	Hamming Min. Ev.	0.246803710869662
0.01	10	3	Low WGD	Hamming NJ	0.321574401378029
0.01	10	3	Low WGD	MEDICC2	0.336479125219378
0.01	10	3	No WGD	MEDALT	0.3131769270597
0.01	10	3	No WGD	Euclidean Min. Ev.	0.246803710869662
0.01	10	3	No WGD	Euclidean NJ	0.336479125219378
0.01	10	3	No WGD	Hamming Min. Ev.	0.246803710869662
0.01	10	3	No WGD	Hamming NJ	0.321574401378029
0.01	10	3	No WGD	MEDICC2	0.336479125219378
0.01	10	4	High WGD	MEDALT	0.337879125322478
0.01	10	4	High WGD	Euclidean Min. Ev.	0.244197956519937
0.01	10	4	High WGD	Euclidean NJ	0.200927202578789
0.01	10	4	High WGD	Hamming Min. Ev.	0.244197956519937
0.01	10	4	High WGD	Hamming NJ	0.0889046103511277
0.01	10	4	High WGD	MEDICC2	0.0
0.01	10	4	Low WGD	MEDALT	0.337879125322478
0.01	10	4	Low WGD	Euclidean Min. Ev.	0.244197956519937
0.01	10	4	Low WGD	Euclidean NJ	0.200927202578789
0.01	10	4	Low WGD	Hamming Min. Ev.	0.244197956519937
0.01	10	4	Low WGD	Hamming NJ	0.0889046103511277
0.01	10	4	Low WGD	MEDICC2	0.0
0.01	10	4	No WGD	MEDALT	0.413190941337591
0.01	10	4	No WGD	Euclidean Min. Ev.	0.325539256876837
0.01	10	4	No WGD	Euclidean NJ	0.131810416111931
0.01	10	4	No WGD	Hamming Min. Ev.	0.325539256876837
0.01	10	4	No WGD	Hamming NJ	0.191752727966666
0.01	10	4	No WGD	MEDICC2	0.0
0.01	10	5	High WGD	MEDALT	0.488202668802527
0.01	10	5	High WGD	Euclidean Min. Ev.	0.0
0.01	10	5	High WGD	Euclidean NJ	0.0
0.01	10	5	High WGD	Hamming Min. Ev.	0.0
0.01	10	5	High WGD	Hamming NJ	0.0
0.01	10	5	High WGD	MEDICC2	0.0
0.01	10	5	Low WGD	MEDALT	0.488202668802527
0.01	10	5	Low WGD	Euclidean Min. Ev.	0.0
0.01	10	5	Low WGD	Euclidean NJ	0.0
0.01	10	5	Low WGD	Hamming Min. Ev.	0.0
0.01	10	5	Low WGD	Hamming NJ	0.0
0.01	10	5	Low WGD	MEDICC2	0.0
0.01	10	5	No WGD	MEDALT	0.394405781219241
0.01	10	5	No WGD	Euclidean Min. Ev.	0.147997013849727
0.01	10	5	No WGD	Euclidean NJ	0.0
0.01	10	5	No WGD	Hamming Min. Ev.	0.147997013849727
0.01	10	5	No WGD	Hamming NJ	0.147997013849727
0.01	10	5	No WGD	MEDICC2	0.147997013849727
0.01	10	6	High WGD	MEDALT	0.510050165614994
0.01	10	6	High WGD	Euclidean Min. Ev.	0.15237460344861
0.01	10	6	High WGD	Euclidean NJ	0.15237460344861
0.01	10	6	High WGD	Hamming Min. Ev.	0.15237460344861
0.01	10	6	High WGD	Hamming NJ	0.123487164746886
0.01	10	6	High WGD	MEDICC2	0.0
0.01	10	6	Low WGD	MEDALT	0.510050165614994
0.01	10	6	Low WGD	Euclidean Min. Ev.	0.15237460344861
0.01	10	6	Low WGD	Euclidean NJ	0.15237460344861
0.01	10	6	Low WGD	Hamming Min. Ev.	0.15237460344861
0.01	10	6	Low WGD	Hamming NJ	0.123487164746886
0.01	10	6	Low WGD	MEDICC2	0.0
0.01	10	6	No WGD	MEDALT	0.383729046449589
0.01	10	6	No WGD	Euclidean Min. Ev.	0.0
0.01	10	6	No WGD	Euclidean NJ	0.0
0.01	10	6	No WGD	Hamming Min. Ev.	0.0
0.01	10	6	No WGD	Hamming NJ	0.0
0.01	10	6	No WGD	MEDICC2	0.0
0.01	10	7	High WGD	MEDALT	0.449192226847689
0.01	10	7	High WGD	Euclidean Min. Ev.	0.0
0.01	10	7	High WGD	Euclidean NJ	0.157478206127961
0.01	10	7	High WGD	Hamming Min. Ev.	0.0
0.01	10	7	High WGD	Hamming NJ	0.134125920260862
0.01	10	7	High WGD	MEDICC2	0.0
0.01	10	7	Low WGD	MEDALT	0.449192226847689
0.01	10	7	Low WGD	Euclidean Min. Ev.	0.0
0.01	10	7	Low WGD	Euclidean NJ	0.157478206127961
0.01	10	7	Low WGD	Hamming Min. Ev.	0.0
0.01	10	7	Low WGD	Hamming NJ	0.134125920260862
0.01	10	7	Low WGD	MEDICC2	0.0
0.01	10	7	No WGD	MEDALT	0.578172240109348
0.01	10	7	No WGD	Euclidean Min. Ev.	0.0
0.01	10	7	No WGD	Euclidean NJ	0.0
0.01	10	7	No WGD	Hamming Min. Ev.	0.0
0.01	10	7	No WGD	Hamming NJ	0.0
0.01	10	7	No WGD	MEDICC2	0.0
0.01	10	8	High WGD	MEDALT	0.438005942401179
0.01	10	8	High WGD	Euclidean Min. Ev.	0.231537661057787
0.01	10	8	High WGD	Euclidean NJ	0.231537661057787
0.01	10	8	High WGD	Hamming Min. Ev.	0.231537661057787
0.01	10	8	High WGD	Hamming NJ	0.0916083083530288
0.01	10	8	High WGD	MEDICC2	0.0
0.01	10	8	Low WGD	MEDALT	0.438005942401179
0.01	10	8	Low WGD	Euclidean Min. Ev.	0.231537661057787
0.01	10	8	Low WGD	Euclidean NJ	0.231537661057787
0.01	10	8	Low WGD	Hamming Min. Ev.	0.231537661057787
0.01	10	8	Low WGD	Hamming NJ	0.0916083083530288
0.01	10	8	Low WGD	MEDICC2	0.0
0.01	10	8	No WGD	MEDALT	0.642138814476004
0.01	10	8	No WGD	Euclidean Min. Ev.	0.516437008403491
0.01	10	8	No WGD	Euclidean NJ	0.516437008403491
0.01	10	8	No WGD	Hamming Min. Ev.	0.516437008403491
0.01	10	8	No WGD	Hamming NJ	0.40558655425421
0.01	10	8	No WGD	MEDICC2	0.274683428987273
0.01	10	9	High WGD	MEDALT	0.474364930249378
0.01	10	9	High WGD	Euclidean Min. Ev.	0.13804330862614
0.01	10	9	High WGD	Euclidean NJ	0.196259315618633
0.01	10	9	High WGD	Hamming Min. Ev.	0.13804330862614
0.01	10	9	High WGD	Hamming NJ	0.228968191691244
0.01	10	9	High WGD	MEDICC2	0.13804330862614
0.01	10	9	Low WGD	MEDALT	0.474364930249378
0.01	10	9	Low WGD	Euclidean Min. Ev.	0.13804330862614
0.01	10	9	Low WGD	Euclidean NJ	0.196259315618633
0.01	10	9	Low WGD	Hamming Min. Ev.	0.13804330862614
0.01	10	9	Low WGD	Hamming NJ	0.228968191691244
0.01	10	9	Low WGD	MEDICC2	0.13804330862614
0.01	10	9	No WGD	MEDALT	0.614696522022118
0.01	10	9	No WGD	Euclidean Min. Ev.	0.137249115250481
0.01	10	9	No WGD	Euclidean NJ	0.128323943899847
0.01	10	9	No WGD	Hamming Min. Ev.	0.137249115250481
0.01	10	9	No WGD	Hamming NJ	0.0
0.01	10	9	No WGD	MEDICC2	0.0
0.01	10	10	High WGD	MEDALT	0.575306086497375
0.01	10	10	High WGD	Euclidean Min. Ev.	0.112672151553799
0.01	10	10	High WGD	Euclidean NJ	0.112672151553799
0.01	10	10	High WGD	Hamming Min. Ev.	0.112672151553799
0.01	10	10	High WGD	Hamming NJ	0.201007330060779
0.01	10	10	High WGD	MEDICC2	0.0
0.01	10	10	Low WGD	MEDALT	0.575306086497375
0.01	10	10	Low WGD	Euclidean Min. Ev.	0.112672151553799
0.01	10	10	Low WGD	Euclidean NJ	0.112672151553799
0.01	10	10	Low WGD	Hamming Min. Ev.	0.112672151553799
0.01	10	10	Low WGD	Hamming NJ	0.201007330060779
0.01	10	10	Low WGD	MEDICC2	0.0
0.01	10	10	No WGD	MEDALT	0.35519471801845
0.01	10	10	No WGD	Euclidean Min. Ev.	0.0939472056558307
0.01	10	10	No WGD	Euclidean NJ	0.0
0.01	10	10	No WGD	Hamming Min. Ev.	0.0939472056558307
0.01	10	10	No WGD	Hamming NJ	0.0
0.01	10	10	No WGD	MEDICC2	0.0
0.01	10	11	High WGD	MEDALT	0.470309873251555
0.01	10	11	High WGD	Euclidean Min. Ev.	0.211970753974562
0.01	10	11	High WGD	Euclidean NJ	0.211970753974562
0.01	10	11	High WGD	Hamming Min. Ev.	0.211970753974562
0.01	10	11	High WGD	Hamming NJ	0.214619057588019
0.01	10	11	High WGD	MEDICC2	0.125883322186969
0.01	10	11	Low WGD	MEDALT	0.470309873251555
0.01	10	11	Low WGD	Euclidean Min. Ev.	0.211970753974562
0.01	10	11	Low WGD	Euclidean NJ	0.211970753974562
0.01	10	11	Low WGD	Hamming Min. Ev.	0.211970753974562
0.01	10	11	Low WGD	Hamming NJ	0.214619057588019
0.01	10	11	Low WGD	MEDICC2	0.125883322186969
0.01	10	11	No WGD	MEDALT	0.732083444669927
0.01	10	11	No WGD	Euclidean Min. Ev.	0.304424332549267
0.01	10	11	No WGD	Euclidean NJ	0.146614175272128
0.01	10	11	No WGD	Hamming Min. Ev.	0.304424332549267
0.01	10	11	No WGD	Hamming NJ	0.230974706277799
0.01	10	11	No WGD	MEDICC2	0.230974706277799
0.01	10	12	High WGD	MEDALT	0.709402356938097
0.01	10	12	High WGD	Euclidean Min. Ev.	0.259076451021578
0.01	10	12	High WGD	Euclidean NJ	0.214060441669724
0.01	10	12	High WGD	Hamming Min. Ev.	0.259076451021578
0.01	10	12	High WGD	Hamming NJ	0.134125920260862
0.01	10	12	High WGD	MEDICC2	0.0
0.01	10	12	Low WGD	MEDALT	0.709402356938097
0.01	10	12	Low WGD	Euclidean Min. Ev.	0.259076451021578
0.01	10	12	Low WGD	Euclidean NJ	0.214060441669724
0.01	10	12	Low WGD	Hamming Min. Ev.	0.259076451021578
0.01	10	12	Low WGD	Hamming NJ	0.134125920260862
0.01	10	12	Low WGD	MEDICC2	0.0
0.01	10	12	No WGD	MEDALT	0.460648736290748
0.01	10	12	No WGD	Euclidean Min. Ev.	0.399817183874459
0.01	10	12	No WGD	Euclidean NJ	0.417596375749169
0.01	10	12	No WGD	Hamming Min. Ev.	0.399817183874459
0.01	10	12	No WGD	Hamming NJ	0.261308750618626
0.01	10	12	No WGD	MEDICC2	0.411088745768137
0.01	10	13	High WGD	MEDALT	0.606522281704461
0.01	10	13	High WGD	Euclidean Min. Ev.	0.30400130104239
0.01	10	13	High WGD	Euclidean NJ	0.228927768837577
0.01	10	13	High WGD	Hamming Min. Ev.	0.30400130104239
0.01	10	13	High WGD	Hamming NJ	0.15237460344861
0.01	10	13	High WGD	MEDICC2	0.15237460344861
0.01	10	13	Low WGD	MEDALT	0.606522281704461
0.01	10	13	Low WGD	Euclidean Min. Ev.	0.30400130104239
0.01	10	13	Low WGD	Euclidean NJ	0.228927768837577
0.01	10	13	Low WGD	Hamming Min. Ev.	0.30400130104239
0.01	10	13	Low WGD	Hamming NJ	0.15237460344861
0.01	10	13	Low WGD	MEDICC2	0.15237460344861
0.01	10	13	No WGD	MEDALT	0.426427946624622
0.01	10	13	No WGD	Euclidean Min. Ev.	0.200803911334292
0.01	10	13	No WGD	Euclidean NJ	0.200803911334292
0.01	10	13	No WGD	Hamming Min. Ev.	0.200803911334292
0.01	10	13	No WGD	Hamming NJ	0.120724618596702
0.01	10	13	No WGD	MEDICC2	0.200803911334292
0.01	10	14	High WGD	MEDALT	0.285609813671967
0.01	10	14	High WGD	Euclidean Min. Ev.	0.0
0.01	10	14	High WGD	Euclidean NJ	0.0
0.01	10	14	High WGD	Hamming Min. Ev.	0.0
0.01	10	14	High WGD	Hamming NJ	0.0998574830452054
0.01	10	14	High WGD	MEDICC2	0.0
0.01	10	14	Low WGD	MEDALT	0.285609813671967
0.01	10	14	Low WGD	Euclidean Min. Ev.	0.0
0.01	10	14	Low WGD	Euclidean NJ	0.0
0.01	10	14	Low WGD	Hamming Min. Ev.	0.0
0.01	10	14	Low WGD	Hamming NJ	0.0998574830452054
0.01	10	14	Low WGD	MEDICC2	0.0
0.01	10	14	No WGD	MEDALT	0.482760808893672
0.01	10	14	No WGD	Euclidean Min. Ev.	0.253633172481512
0.01	10	14	No WGD	Euclidean NJ	0.336754757409796
0.01	10	14	No WGD	Hamming Min. Ev.	0.253633172481512
0.01	10	14	No WGD	Hamming NJ	0.292052188484507
0.01	10	14	No WGD	MEDICC2	0.185060879236473
0.01	10	15	High WGD	MEDALT	0.425620979255371
0.01	10	15	High WGD	Euclidean Min. Ev.	0.0
0.01	10	15	High WGD	Euclidean NJ	0.0
0.01	10	15	High WGD	Hamming Min. Ev.	0.0
0.01	10	15	High WGD	Hamming NJ	0.0
0.01	10	15	High WGD	MEDICC2	0.0
0.01	10	15	Low WGD	MEDALT	0.425620979255371
0.01	10	15	Low WGD	Euclidean Min. Ev.	0.0
0.01	10	15	Low WGD	Euclidean NJ	0.0
0.01	10	15	Low WGD	Hamming Min. Ev.	0.0
0.01	10	15	Low WGD	Hamming NJ	0.0
0.01	10	15	Low WGD	MEDICC2	0.0
0.01	10	15	No WGD	MEDALT	0.503803909509309
0.01	10	15	No WGD	Euclidean Min. Ev.	0.0996627883374407
0.01	10	15	No WGD	Euclidean NJ	0.0996627883374407
0.01	10	15	No WGD	Hamming Min. Ev.	0.0996627883374407
0.01	10	15	No WGD	Hamming NJ	0.0996627883374407
0.01	10	15	No WGD	MEDICC2	0.0996627883374407
0.01	10	16	High WGD	MEDALT	0.579581512960586
0.01	10	16	High WGD	Euclidean Min. Ev.	0.198975988808888
0.01	10	16	High WGD	Euclidean NJ	0.251298473168015
0.01	10	16	High WGD	Hamming Min. Ev.	0.198975988808888
0.01	10	16	High WGD	Hamming NJ	0.348237131022919
0.01	10	16	High WGD	MEDICC2	0.123277255868357
0.01	10	16	Low WGD	MEDALT	0.579581512960586
0.01	10	16	Low WGD	Euclidean Min. Ev.	0.198975988808888
0.01	10	16	Low WGD	Euclidean NJ	0.251298473168015
0.01	10	16	Low WGD	Hamming Min. Ev.	0.198975988808888
0.01	10	16	Low WGD	Hamming NJ	0.348237131022919
0.01	10	16	Low WGD	MEDICC2	0.123277255868357
0.01	10	16	No WGD	MEDALT	0.536895772128799
0.01	10	16	No WGD	Euclidean Min. Ev.	0.139389926438
0.01	10	16	No WGD	Euclidean NJ	0.139389926438
0.01	10	16	No WGD	Hamming Min. Ev.	0.139389926438
0.01	10	16	No WGD	Hamming NJ	0.267530034862891
0.01	10	16	No WGD	MEDICC2	0.0
0.01	10	17	High WGD	MEDALT	0.558419016608858
0.01	10	17	High WGD	Euclidean Min. Ev.	0.234767446672447
0.01	10	17	High WGD	Euclidean NJ	0.193800806715308
0.01	10	17	High WGD	Hamming Min. Ev.	0.234767446672447
0.01	10	17	High WGD	Hamming NJ	0.20541528813426
0.01	10	17	High WGD	MEDICC2	0.195936594709549
0.01	10	17	Low WGD	MEDALT	0.558419016608858
0.01	10	17	Low WGD	Euclidean Min. Ev.	0.234767446672447
0.01	10	17	Low WGD	Euclidean NJ	0.193800806715308
0.01	10	17	Low WGD	Hamming Min. Ev.	0.234767446672447
0.01	10	17	Low WGD	Hamming NJ	0.20541528813426
0.01	10	17	Low WGD	MEDICC2	0.195936594709549
0.01	10	17	No WGD	MEDALT	0.392331855757012
0.01	10	17	No WGD	Euclidean Min. Ev.	0.354295740618379
0.01	10	17	No WGD	Euclidean NJ	0.137839650068822
0.01	10	17	No WGD	Hamming Min. Ev.	0.354295740618379
0.01	10	17	No WGD	Hamming NJ	0.141225492264454
0.01	10	17	No WGD	MEDICC2	0.200901335324559
0.01	10	18	High WGD	MEDALT	0.339840776015089
0.01	10	18	High WGD	Euclidean Min. Ev.	0.135971669806016
0.01	10	18	High WGD	Euclidean NJ	0.135971669806016
0.01	10	18	High WGD	Hamming Min. Ev.	0.135971669806016
0.01	10	18	High WGD	Hamming NJ	0.131810416111931
0.01	10	18	High WGD	MEDICC2	0.131810416111931
0.01	10	18	Low WGD	MEDALT	0.553491091376612
0.01	10	18	Low WGD	Euclidean Min. Ev.	0.135971669806016
0.01	10	18	Low WGD	Euclidean NJ	0.135971669806016
0.01	10	18	Low WGD	Hamming Min. Ev.	0.135971669806016
0.01	10	18	Low WGD	Hamming NJ	0.135971669806016
0.01	10	18	Low WGD	MEDICC2	0.135971669806016
0.01	10	18	No WGD	MEDALT	0.0814778416535457
0.01	10	18	No WGD	Euclidean Min. Ev.	0.12845163060379
0.01	10	18	No WGD	Euclidean NJ	0.239123868634622
0.01	10	18	No WGD	Hamming Min. Ev.	0.12845163060379
0.01	10	18	No WGD	Hamming NJ	0.0
0.01	10	18	No WGD	MEDICC2	0.131810416111931
0.01	10	19	High WGD	MEDALT	0.617777178490769
0.01	10	19	High WGD	Euclidean Min. Ev.	0.243928998825731
0.01	10	19	High WGD	Euclidean NJ	0.184160736078827
0.01	10	19	High WGD	Hamming Min. Ev.	0.243928998825731
0.01	10	19	High WGD	Hamming NJ	0.181859024394905
0.01	10	19	High WGD	MEDICC2	0.181859024394905
0.01	10	19	Low WGD	MEDALT	0.499472488041063
0.01	10	19	Low WGD	Euclidean Min. Ev.	0.200803911334292
0.01	10	19	Low WGD	Euclidean NJ	0.29621704969403
0.01	10	19	Low WGD	Hamming Min. Ev.	0.200803911334292
0.01	10	19	Low WGD	Hamming NJ	0.105930702208245
0.01	10	19	Low WGD	MEDICC2	0.105930702208245
0.01	10	19	No WGD	MEDALT	0.552561255658032
0.01	10	19	No WGD	Euclidean Min. Ev.	0.0916083083530286
0.01	10	19	No WGD	Euclidean NJ	0.0916083083530286
0.01	10	19	No WGD	Hamming Min. Ev.	0.0916083083530286
0.01	10	19	No WGD	Hamming NJ	0.0916083083530286
0.01	10	19	No WGD	MEDICC2	0.0916083083530286
0.01	10	20	High WGD	MEDALT	0.162188024074674
0.01	10	20	High WGD	Euclidean Min. Ev.	0.123487164746886
0.01	10	20	High WGD	Euclidean NJ	0.0
0.01	10	20	High WGD	Hamming Min. Ev.	0.123487164746886
0.01	10	20	High WGD	Hamming NJ	0.0895534031582824
0.01	10	20	High WGD	MEDICC2	0.0
0.01	10	20	Low WGD	MEDALT	0.325874475734131
0.01	10	20	Low WGD	Euclidean Min. Ev.	0.0
0.01	10	20	Low WGD	Euclidean NJ	0.123164553127855
0.01	10	20	Low WGD	Hamming Min. Ev.	0.0
0.01	10	20	Low WGD	Hamming NJ	0.0
0.01	10	20	Low WGD	MEDICC2	0.0917872683552637
0.01	10	20	No WGD	MEDALT	0.109374026875754
0.01	10	20	No WGD	Euclidean Min. Ev.	0.0855522242620167
0.01	10	20	No WGD	Euclidean NJ	0.188980571762453
0.01	10	20	No WGD	Hamming Min. Ev.	0.0855522242620167
0.01	10	20	No WGD	Hamming NJ	0.0855522242620167
0.01	10	20	No WGD	MEDICC2	0.0855522242620167
0.01	10	21	High WGD	MEDALT	0.600295168561531
0.01	10	21	High WGD	Euclidean Min. Ev.	0.341871389240759
0.01	10	21	High WGD	Euclidean NJ	0.372352965245076
0.01	10	21	High WGD	Hamming Min. Ev.	0.341871389240759
0.01	10	21	High WGD	Hamming NJ	0.175767593203132
0.01	10	21	High WGD	MEDICC2	0.123497341392907
0.01	10	21	Low WGD	MEDALT	0.541836776285114
0.01	10	21	Low WGD	Euclidean Min. Ev.	0.0
0.01	10	21	Low WGD	Euclidean NJ	0.0
0.01	10	21	Low WGD	Hamming Min. Ev.	0.0
0.01	10	21	Low WGD	Hamming NJ	0.0
0.01	10	21	Low WGD	MEDICC2	0.0
0.01	10	21	No WGD	MEDALT	0.369296065206718
0.01	10	21	No WGD	Euclidean Min. Ev.	0.0932334406889658
0.01	10	21	No WGD	Euclidean NJ	0.0932334406889658
0.01	10	21	No WGD	Hamming Min. Ev.	0.0932334406889658
0.01	10	21	No WGD	Hamming NJ	0.213847763220758
0.01	10	21	No WGD	MEDICC2	0.0932334406889658
0.01	10	22	High WGD	MEDALT	0.476274615853864
0.01	10	22	High WGD	Euclidean Min. Ev.	0.202936441676475
0.01	10	22	High WGD	Euclidean NJ	0.137249115250481
0.01	10	22	High WGD	Hamming Min. Ev.	0.202936441676475
0.01	10	22	High WGD	Hamming NJ	0.125120505127267
0.01	10	22	High WGD	MEDICC2	0.0
0.01	10	22	Low WGD	MEDALT	0.547594404724146
0.01	10	22	Low WGD	Euclidean Min. Ev.	0.211970753974562
0.01	10	22	Low WGD	Euclidean NJ	0.123277255868357
0.01	10	22	Low WGD	Hamming Min. Ev.	0.211970753974562
0.01	10	22	Low WGD	Hamming NJ	0.123277255868357
0.01	10	22	Low WGD	MEDICC2	0.0
0.01	10	22	No WGD	MEDALT	0.344633534047729
0.01	10	22	No WGD	Euclidean Min. Ev.	0.189451826844347
0.01	10	22	No WGD	Euclidean NJ	0.189451826844347
0.01	10	22	No WGD	Hamming Min. Ev.	0.189451826844347
0.01	10	22	No WGD	Hamming NJ	0.189451826844347
0.01	10	22	No WGD	MEDICC2	0.0
0.01	10	23	High WGD	MEDALT	0.436459581613993
0.01	10	23	High WGD	Euclidean Min. Ev.	0.295228770987673
0.01	10	23	High WGD	Euclidean NJ	0.350917402666173
0.01	10	23	High WGD	Hamming Min. Ev.	0.295228770987673
0.01	10	23	High WGD	Hamming NJ	0.203507889297762
0.01	10	23	High WGD	MEDICC2	0.203507889297762
0.01	10	23	Low WGD	MEDALT	0.575695730726772
0.01	10	23	Low WGD	Euclidean Min. Ev.	0.0895534031582824
0.01	10	23	Low WGD	Euclidean NJ	0.0895534031582824
0.01	10	23	Low WGD	Hamming Min. Ev.	0.0895534031582824
0.01	10	23	Low WGD	Hamming NJ	0.0895534031582824
0.01	10	23	Low WGD	MEDICC2	0.0
0.01	10	23	No WGD	MEDALT	0.706577166719437
0.01	10	23	No WGD	Euclidean Min. Ev.	0.141317976781777
0.01	10	23	No WGD	Euclidean NJ	0.187820142628901
0.01	10	23	No WGD	Hamming Min. Ev.	0.141317976781777
0.01	10	23	No WGD	Hamming NJ	0.0
0.01	10	23	No WGD	MEDICC2	0.193312301540982
0.01	10	24	High WGD	MEDALT	0.345665663693098
0.01	10	24	High WGD	Euclidean Min. Ev.	0.0
0.01	10	24	High WGD	Euclidean NJ	0.0
0.01	10	24	High WGD	Hamming Min. Ev.	0.0
0.01	10	24	High WGD	Hamming NJ	0.137839650068822
0.01	10	24	High WGD	MEDICC2	0.0
0.01	10	24	Low WGD	MEDALT	0.591613415616055
0.01	10	24	Low WGD	Euclidean Min. Ev.	0.137839650068822
0.01	10	24	Low WGD	Euclidean NJ	0.137839650068822
0.01	10	24	Low WGD	Hamming Min. Ev.	0.137839650068822
0.01	10	24	Low WGD	Hamming NJ	0.167951319350796
0.01	10	24	Low WGD	MEDICC2	0.190233474702573
0.01	10	24	No WGD	MEDALT	0.376846608184111
0.01	10	24	No WGD	Euclidean Min. Ev.	0.0911058273696322
0.01	10	24	No WGD	Euclidean NJ	0.0911058273696322
0.01	10	24	No WGD	Hamming Min. Ev.	0.0911058273696322
0.01	10	24	No WGD	Hamming NJ	0.0
0.01	10	24	No WGD	MEDICC2	0.0
0.01	15	0	High WGD	MEDALT	0.529185307571165
0.01	15	0	High WGD	Euclidean Min. Ev.	0.264107572219995
0.01	15	0	High WGD	Euclidean NJ	0.17424390110602
0.01	15	0	High WGD	Hamming Min. Ev.	0.264107572219995
0.01	15	0	High WGD	Hamming NJ	0.390673925911186
0.01	15	0	High WGD	MEDICC2	0.184792010937321
0.01	15	0	Low WGD	MEDALT	0.33540602315432
0.01	15	0	Low WGD	Euclidean Min. Ev.	0.0604517652376571
0.01	15	0	Low WGD	Euclidean NJ	0.0
0.01	15	0	Low WGD	Hamming Min. Ev.	0.0604517652376571
0.01	15	0	Low WGD	Hamming NJ	0.0
0.01	15	0	Low WGD	MEDICC2	0.137721959838338
0.01	15	0	No WGD	MEDALT	0.323325655255414
0.01	15	0	No WGD	Euclidean Min. Ev.	0.12531313436058
0.01	15	0	No WGD	Euclidean NJ	0.126352948563127
0.01	15	0	No WGD	Hamming Min. Ev.	0.12531313436058
0.01	15	0	No WGD	Hamming NJ	0.174243595128291
0.01	15	0	No WGD	MEDICC2	0.0
0.01	15	1	High WGD	MEDALT	0.421137187914234
0.01	15	1	High WGD	Euclidean Min. Ev.	0.132950202564498
0.01	15	1	High WGD	Euclidean NJ	0.132950202564498
0.01	15	1	High WGD	Hamming Min. Ev.	0.132950202564498
0.01	15	1	High WGD	Hamming NJ	0.309737803659446
0.01	15	1	High WGD	MEDICC2	0.0593430205210573
0.01	15	1	Low WGD	MEDALT	0.569181996043694
0.01	15	1	Low WGD	Euclidean Min. Ev.	0.0753969802049848
0.01	15	1	Low WGD	Euclidean NJ	0.0753969802049848
0.01	15	1	Low WGD	Hamming Min. Ev.	0.0753969802049848
0.01	15	1	Low WGD	Hamming NJ	0.236645249682422
0.01	15	1	Low WGD	MEDICC2	0.0753969802049848
0.01	15	1	No WGD	MEDALT	0.401617215533851
0.01	15	1	No WGD	Euclidean Min. Ev.	0.0569763588828398
0.01	15	1	No WGD	Euclidean NJ	0.0569763588828398
0.01	15	1	No WGD	Hamming Min. Ev.	0.0569763588828398
0.01	15	1	No WGD	Hamming NJ	0.0569763588828398
0.01	15	1	No WGD	MEDICC2	0.0569763588828398
0.01	15	2	High WGD	MEDALT	0.322853604360864
0.01	15	2	High WGD	Euclidean Min. Ev.	0.136585635649814
0.01	15	2	High WGD	Euclidean NJ	0.136585635649814
0.01	15	2	High WGD	Hamming Min. Ev.	0.136585635649814
0.01	15	2	High WGD	Hamming NJ	0.0935459937775184
0.01	15	2	High WGD	MEDICC2	0.138559318120882
0.01	15	2	Low WGD	MEDALT	0.538235124306593
0.01	15	2	Low WGD	Euclidean Min. Ev.	0.219930264895599
0.01	15	2	Low WGD	Euclidean NJ	0.219930264895599
0.01	15	2	Low WGD	Hamming Min. Ev.	0.219930264895599
0.01	15	2	Low WGD	Hamming NJ	0.219930264895599
0.01	15	2	Low WGD	MEDICC2	0.0969969827271372
0.01	15	2	No WGD	MEDALT	0.414427483928891
0.01	15	2	No WGD	Euclidean Min. Ev.	0.0511323606849359
0.01	15	2	No WGD	Euclidean NJ	0.0511323606849359
