	WGD	Rate	Number of Leaves	n	Method	Distance
7099	Low WGD	0.025	50	9	Euclidean Min. Ev.	10
7100	Low WGD	0.025	50	9	Manhattan NJ	6
7101	Low WGD	0.025	50	9	Manhattan Min. Ev.	10
7102	Low WGD	0.025	50	9	MEDALT	37
7103	Low WGD	0.025	50	9	MEDICC2	6
7104	No WGD	0.1	10	12	Euclidean NJ	2
7105	No WGD	0.1	10	12	Euclidean Min. Ev.	2
7106	No WGD	0.1	10	12	Manhattan NJ	0
7107	No WGD	0.1	10	12	Manhattan Min. Ev.	2
7108	No WGD	0.1	10	12	MEDALT	8
7109	No WGD	0.1	10	12	MEDICC2	0
7110	Low WGD	0.1	15	24	Euclidean NJ	6
7111	Low WGD	0.1	15	24	Euclidean Min. Ev.	6
7112	Low WGD	0.1	15	24	Manhattan NJ	2
7113	Low WGD	0.1	15	24	Manhattan Min. Ev.	6
7114	Low WGD	0.1	15	24	MEDALT	13
7115	Low WGD	0.1	15	24	MEDICC2	2
7116	High WGD	0.025	3	3	Euclidean NJ	0
7117	High WGD	0.025	3	3	Euclidean Min. Ev.	0
7118	High WGD	0.025	3	3	Manhattan NJ	0
7119	High WGD	0.025	3	3	Manhattan Min. Ev.	0
7120	High WGD	0.025	3	3	MEDALT	1
7121	High WGD	0.025	3	3	MEDICC2	0
7122	No WGD	0.025	15	13	Euclidean NJ	4
7123	No WGD	0.025	15	13	Euclidean Min. Ev.	4
7124	No WGD	0.025	15	13	Manhattan NJ	2
7125	No WGD	0.025	15	13	Manhattan Min. Ev.	4
7126	No WGD	0.025	15	13	MEDALT	8
7127	No WGD	0.025	15	13	MEDICC2	2
7128	Low WGD	0.01	15	22	Euclidean NJ	10
7129	Low WGD	0.01	15	22	Euclidean Min. Ev.	8
7130	Low WGD	0.01	15	22	Manhattan NJ	10
7131	Low WGD	0.01	15	22	Manhattan Min. Ev.	8
7132	Low WGD	0.01	15	22	MEDALT	10
7133	Low WGD	0.01	15	22	MEDICC2	2
7134	Low WGD	0.05	100	2	Euclidean NJ	50
7135	Low WGD	0.05	100	2	Euclidean Min. Ev.	46
7136	Low WGD	0.05	100	2	Manhattan NJ	40
7137	Low WGD	0.05	100	2	Manhattan Min. Ev.	46
7138	Low WGD	0.05	100	2	MEDALT	83
7139	Low WGD	0.05	100	2	MEDICC2	34
7140	Low WGD	0.01	50	24	Euclidean NJ	28
7141	Low WGD	0.01	50	24	Euclidean Min. Ev.	24
7142	Low WGD	0.01	50	24	Manhattan NJ	20
7143	Low WGD	0.01	50	24	Manhattan Min. Ev.	24
7144	Low WGD	0.01	50	24	MEDALT	36
7145	Low WGD	0.01	50	24	MEDICC2	16
7146	Low WGD	0.01	100	7	Euclidean NJ	54
7147	Low WGD	0.01	100	7	Euclidean Min. Ev.	50
7148	Low WGD	0.01	100	7	Manhattan NJ	38
7149	Low WGD	0.01	100	7	Manhattan Min. Ev.	50
7150	Low WGD	0.01	100	7	MEDALT	76
7151	Low WGD	0.01	100	7	MEDICC2	20
7152	Low WGD	0.05	50	10	Euclidean NJ	18
7153	Low WGD	0.05	50	10	Euclidean Min. Ev.	14
7154	Low WGD	0.05	50	10	Manhattan NJ	8
7155	Low WGD	0.05	50	10	Manhattan Min. Ev.	14
7156	Low WGD	0.05	50	10	MEDALT	48
7157	Low WGD	0.05	50	10	MEDICC2	6
7158	Low WGD	0.05	15	18	Euclidean NJ	4
7159	Low WGD	0.05	15	18	Euclidean Min. Ev.	2
7160	Low WGD	0.05	15	18	Manhattan NJ	2
7161	Low WGD	0.05	15	18	Manhattan Min. Ev.	2
7162	Low WGD	0.05	15	18	MEDALT	11
7163	Low WGD	0.05	15	18	MEDICC2	0
7164	Low WGD	0.05	500	0	Euclidean NJ	418
7165	Low WGD	0.05	500	0	Euclidean Min. Ev.	320
7166	Low WGD	0.05	500	0	Manhattan NJ	336
7167	Low WGD	0.05	500	0	Manhattan Min. Ev.	320
7168	Low WGD	0.05	500	0	MEDALT	445
7169	Low WGD	0.05	500	0	MEDICC2	354
7170	No WGD	0.025	3	2	Euclidean NJ	2
7171	No WGD	0.025	3	2	Euclidean Min. Ev.	2
7172	No WGD	0.025	3	2	Manhattan NJ	2
7173	No WGD	0.025	3	2	Manhattan Min. Ev.	2
7174	No WGD	0.025	3	2	MEDALT	1
7175	No WGD	0.025	3	2	MEDICC2	2
7176	High WGD	0.05	20	24	Euclidean NJ	12
7177	High WGD	0.05	20	24	Euclidean Min. Ev.	10
7178	High WGD	0.05	20	24	Manhattan NJ	10
7179	High WGD	0.05	20	24	Manhattan Min. Ev.	10
7180	High WGD	0.05	20	24	MEDALT	17
7181	High WGD	0.05	20	24	MEDICC2	2
7182	Low WGD	0.025	50	16	Euclidean NJ	20
7183	Low WGD	0.025	50	16	Euclidean Min. Ev.	20
7184	Low WGD	0.025	50	16	Manhattan NJ	12
7185	Low WGD	0.025	50	16	Manhattan Min. Ev.	20
7186	Low WGD	0.025	50	16	MEDALT	46
7187	Low WGD	0.025	50	16	MEDICC2	12
7188	High WGD	0.01	10	8	Euclidean NJ	6
7189	High WGD	0.01	10	8	Euclidean Min. Ev.	6
7190	High WGD	0.01	10	8	Manhattan NJ	2
7191	High WGD	0.01	10	8	Manhattan Min. Ev.	6
7192	High WGD	0.01	10	8	MEDALT	4
7193	High WGD	0.01	10	8	MEDICC2	0
7194	No WGD	0.01	5	20	Euclidean NJ	0
7195	No WGD	0.01	5	20	Euclidean Min. Ev.	0
7196	No WGD	0.01	5	20	Manhattan NJ	0
7197	No WGD	0.01	5	20	Manhattan Min. Ev.	0
7198	No WGD	0.01	5	20	MEDALT	2
7199	No WGD	0.01	5	20	MEDICC2	0
7200	High WGD	0.075	20	10	Euclidean NJ	4
7201	High WGD	0.075	20	10	Euclidean Min. Ev.	10
7202	High WGD	0.075	20	10	Manhattan NJ	2
7203	High WGD	0.075	20	10	Manhattan Min. Ev.	10
7204	High WGD	0.075	20	10	MEDALT	16
7205	High WGD	0.075	20	10	MEDICC2	4
7206	High WGD	0.1	15	16	Euclidean NJ	4
7207	High WGD	0.1	15	16	Euclidean Min. Ev.	4
7208	High WGD	0.1	15	16	Manhattan NJ	2
7209	High WGD	0.1	15	16	Manhattan Min. Ev.	4
7210	High WGD	0.1	15	16	MEDALT	9
7211	High WGD	0.1	15	16	MEDICC2	0
7212	High WGD	0.025	10	17	Euclidean NJ	4
7213	High WGD	0.025	10	17	Euclidean Min. Ev.	4
7214	High WGD	0.025	10	17	Manhattan NJ	2
7215	High WGD	0.025	10	17	Manhattan Min. Ev.	4
7216	High WGD	0.025	10	17	MEDALT	6
7217	High WGD	0.025	10	17	MEDICC2	0
7218	High WGD	0.05	5	1	Euclidean NJ	2
7219	High WGD	0.05	5	1	Euclidean Min. Ev.	0
7220	High WGD	0.05	5	1	Manhattan NJ	2
7221	High WGD	0.05	5	1	Manhattan Min. Ev.	0
7222	High WGD	0.05	5	1	MEDALT	2
7223	High WGD	0.05	5	1	MEDICC2	0
7224	Low WGD	0.05	500	24	Euclidean NJ	448
7225	Low WGD	0.05	500	24	Euclidean Min. Ev.	328
7226	Low WGD	0.05	500	24	Manhattan NJ	404
7227	Low WGD	0.05	500	24	Manhattan Min. Ev.	328
7228	Low WGD	0.05	500	24	MEDALT	473
7229	Low WGD	0.05	500	24	MEDICC2	336
7230	Low WGD	0.1	20	3	Euclidean NJ	8
7231	Low WGD	0.1	20	3	Euclidean Min. Ev.	8
7232	Low WGD	0.1	20	3	Manhattan NJ	6
7233	Low WGD	0.1	20	3	Manhattan Min. Ev.	8
7234	Low WGD	0.1	20	3	MEDALT	18
7235	Low WGD	0.1	20	3	MEDICC2	4
7236	High WGD	0.025	20	11	Euclidean NJ	6
7237	High WGD	0.025	20	11	Euclidean Min. Ev.	6
7238	High WGD	0.025	20	11	Manhattan NJ	2
7239	High WGD	0.025	20	11	Manhattan Min. Ev.	6
7240	High WGD	0.025	20	11	MEDALT	11
7241	High WGD	0.025	20	11	MEDICC2	2
7242	No WGD	0.075	10	1	Euclidean NJ	2
7243	No WGD	0.075	10	1	Euclidean Min. Ev.	2
7244	No WGD	0.075	10	1	Manhattan NJ	0
7245	No WGD	0.075	10	1	Manhattan Min. Ev.	2
7246	No WGD	0.075	10	1	MEDALT	8
7247	No WGD	0.075	10	1	MEDICC2	0
7248	Low WGD	0.1	15	6	Euclidean NJ	6
7249	Low WGD	0.1	15	6	Euclidean Min. Ev.	6
7250	Low WGD	0.1	15	6	Manhattan NJ	2
7251	Low WGD	0.1	15	6	Manhattan Min. Ev.	6
7252	Low WGD	0.1	15	6	MEDALT	13
7253	Low WGD	0.1	15	6	MEDICC2	2
7254	High WGD	0.05	10	8	Euclidean NJ	2
7255	High WGD	0.05	10	8	Euclidean Min. Ev.	0
7256	High WGD	0.05	10	8	Manhattan NJ	0
7257	High WGD	0.05	10	8	Manhattan Min. Ev.	0
7258	High WGD	0.05	10	8	MEDALT	6
7259	High WGD	0.05	10	8	MEDICC2	2
7260	High WGD	0.05	10	19	Euclidean NJ	6
7261	High WGD	0.05	10	19	Euclidean Min. Ev.	6
7262	High WGD	0.05	10	19	Manhattan NJ	0
7263	High WGD	0.05	10	19	Manhattan Min. Ev.	6
7264	High WGD	0.05	10	19	MEDALT	8
7265	High WGD	0.05	10	19	MEDICC2	0
7266	Low WGD	0.01	100	20	Euclidean NJ	76
7267	Low WGD	0.01	100	20	Euclidean Min. Ev.	52
7268	Low WGD	0.01	100	20	Manhattan NJ	58
7269	Low WGD	0.01	100	20	Manhattan Min. Ev.	52
7270	Low WGD	0.01	100	20	MEDALT	84
7271	Low WGD	0.01	100	20	MEDICC2	22
7272	Low WGD	0.05	3	14	Euclidean NJ	0
7273	Low WGD	0.05	3	14	Euclidean Min. Ev.	0
7274	Low WGD	0.05	3	14	Manhattan NJ	0
7275	Low WGD	0.05	3	14	Manhattan Min. Ev.	0
7276	Low WGD	0.05	3	14	MEDALT	1
7277	Low WGD	0.05	3	14	MEDICC2	0
7278	Low WGD	0.025	250	14	Euclidean NJ	134
7279	Low WGD	0.025	250	14	Euclidean Min. Ev.	96
7280	Low WGD	0.025	250	14	Manhattan NJ	102
7281	Low WGD	0.025	250	14	Manhattan Min. Ev.	96
7282	Low WGD	0.025	250	14	MEDALT	214
7283	Low WGD	0.025	250	14	MEDICC2	78
7284	Low WGD	0.025	250	2	Euclidean NJ	186
7285	Low WGD	0.025	250	2	Euclidean Min. Ev.	132
7286	Low WGD	0.025	250	2	Manhattan NJ	110
7287	Low WGD	0.025	250	2	Manhattan Min. Ev.	132
7288	Low WGD	0.025	250	2	MEDALT	213
7289	Low WGD	0.025	250	2	MEDICC2	112
7290	No WGD	0.05	3	5	Euclidean NJ	0
7291	No WGD	0.05	3	5	Euclidean Min. Ev.	0
7292	No WGD	0.05	3	5	Manhattan NJ	0
7293	No WGD	0.05	3	5	Manhattan Min. Ev.	0
7294	No WGD	0.05	3	5	MEDALT	1
7295	No WGD	0.05	3	5	MEDICC2	0
7296	No WGD	0.075	15	20	Euclidean NJ	2
7297	No WGD	0.075	15	20	Euclidean Min. Ev.	2
7298	No WGD	0.075	15	20	Manhattan NJ	2
7299	No WGD	0.075	15	20	Manhattan Min. Ev.	2
7300	No WGD	0.075	15	20	MEDALT	11
7301	No WGD	0.075	15	20	MEDICC2	2
7302	Low WGD	0.075	3	24	Euclidean NJ	0
7303	Low WGD	0.075	3	24	Euclidean Min. Ev.	0
7304	Low WGD	0.075	3	24	Manhattan NJ	0
7305	Low WGD	0.075	3	24	Manhattan Min. Ev.	0
7306	Low WGD	0.075	3	24	MEDALT	1
7307	Low WGD	0.075	3	24	MEDICC2	0
7308	Low WGD	0.05	20	10	Euclidean NJ	4
7309	Low WGD	0.05	20	10	Euclidean Min. Ev.	4
7310	Low WGD	0.05	20	10	Manhattan NJ	0
7311	Low WGD	0.05	20	10	Manhattan Min. Ev.	4
7312	Low WGD	0.05	20	10	MEDALT	16
7313	Low WGD	0.05	20	10	MEDICC2	0
7314	High WGD	0.05	3	11	Euclidean NJ	0
7315	High WGD	0.05	3	11	Euclidean Min. Ev.	0
7316	High WGD	0.05	3	11	Manhattan NJ	0
7317	High WGD	0.05	3	11	Manhattan Min. Ev.	0
7318	High WGD	0.05	3	11	MEDALT	1
7319	High WGD	0.05	3	11	MEDICC2	0
7320	High WGD	0.075	15	23	Euclidean NJ	0
7321	High WGD	0.075	15	23	Euclidean Min. Ev.	0
7322	High WGD	0.075	15	23	Manhattan NJ	0
7323	High WGD	0.075	15	23	Manhattan Min. Ev.	0
7324	High WGD	0.075	15	23	MEDALT	11
7325	High WGD	0.075	15	23	MEDICC2	2
7326	No WGD	0.05	3	22	Euclidean NJ	0
7327	No WGD	0.05	3	22	Euclidean Min. Ev.	0
7328	No WGD	0.05	3	22	Manhattan NJ	0
7329	No WGD	0.05	3	22	Manhattan Min. Ev.	0
7330	No WGD	0.05	3	22	MEDALT	1
7331	No WGD	0.05	3	22	MEDICC2	0
7332	Low WGD	0.025	100	10	Euclidean NJ	76
7333	Low WGD	0.025	100	10	Euclidean Min. Ev.	72
7334	Low WGD	0.025	100	10	Manhattan NJ	34
7335	Low WGD	0.025	100	10	Manhattan Min. Ev.	72
7336	Low WGD	0.025	100	10	MEDALT	69
7337	Low WGD	0.025	100	10	MEDICC2	16
7338	Low WGD	0.05	250	6	Euclidean NJ	118
7339	Low WGD	0.05	250	6	Euclidean Min. Ev.	84
7340	Low WGD	0.05	250	6	Manhattan NJ	78
7341	Low WGD	0.05	250	6	Manhattan Min. Ev.	84
7342	Low WGD	0.05	250	6	MEDALT	211
7343	Low WGD	0.05	250	6	MEDICC2	84
7344	High WGD	0.05	10	12	Euclidean NJ	2
7345	High WGD	0.05	10	12	Euclidean Min. Ev.	2
7346	High WGD	0.05	10	12	Manhattan NJ	0
7347	High WGD	0.05	10	12	Manhattan Min. Ev.	2
7348	High WGD	0.05	10	12	MEDALT	8
7349	High WGD	0.05	10	12	MEDICC2	0
7350	Low WGD	0.025	500	9	Euclidean NJ	328
7351	Low WGD	0.025	500	9	Euclidean Min. Ev.	238
7352	Low WGD	0.025	500	9	Manhattan NJ	226
7353	Low WGD	0.025	500	9	Manhattan Min. Ev.	238
7354	Low WGD	0.025	500	9	MEDALT	424
7355	Low WGD	0.025	500	9	MEDICC2	202
7356	High WGD	0.1	5	6	Euclidean NJ	4
7357	High WGD	0.1	5	6	Euclidean Min. Ev.	4
7358	High WGD	0.1	5	6	Manhattan NJ	0
7359	High WGD	0.1	5	6	Manhattan Min. Ev.	4
7360	High WGD	0.1	5	6	MEDALT	3
7361	High WGD	0.1	5	6	MEDICC2	0
7362	High WGD	0.01	10	17	Euclidean NJ	4
7363	High WGD	0.01	10	17	Euclidean Min. Ev.	6
7364	High WGD	0.01	10	17	Manhattan NJ	4
7365	High WGD	0.01	10	17	Manhattan Min. Ev.	6
7366	High WGD	0.01	10	17	MEDALT	8
7367	High WGD	0.01	10	17	MEDICC2	4
7368	No WGD	0.01	15	19	Euclidean NJ	2
7369	No WGD	0.01	15	19	Euclidean Min. Ev.	0
7370	No WGD	0.01	15	19	Manhattan NJ	0
7371	No WGD	0.01	15	19	Manhattan Min. Ev.	0
7372	No WGD	0.01	15	19	MEDALT	9
7373	No WGD	0.01	15	19	MEDICC2	0
7374	Low WGD	0.01	3	11	Euclidean NJ	0
7375	Low WGD	0.01	3	11	Euclidean Min. Ev.	0
7376	Low WGD	0.01	3	11	Manhattan NJ	0
7377	Low WGD	0.01	3	11	Manhattan Min. Ev.	0
7378	Low WGD	0.01	3	11	MEDALT	1
7379	Low WGD	0.01	3	11	MEDICC2	0
7380	Low WGD	0.05	500	14	Euclidean NJ	388
7381	Low WGD	0.05	500	14	Euclidean Min. Ev.	254
7382	Low WGD	0.05	500	14	Manhattan NJ	286
7383	Low WGD	0.05	500	14	Manhattan Min. Ev.	254
7384	Low WGD	0.05	500	14	MEDALT	474
7385	Low WGD	0.05	500	14	MEDICC2	292
7386	No WGD	0.01	3	9	Euclidean NJ	0
7387	No WGD	0.01	3	9	Euclidean Min. Ev.	0
7388	No WGD	0.01	3	9	Manhattan NJ	0
7389	No WGD	0.01	3	9	Manhattan Min. Ev.	0
7390	No WGD	0.01	3	9	MEDALT	1
7391	No WGD	0.01	3	9	MEDICC2	0
7392	No WGD	0.05	20	13	Euclidean NJ	8
7393	No WGD	0.05	20	13	Euclidean Min. Ev.	6
7394	No WGD	0.05	20	13	Manhattan NJ	2
7395	No WGD	0.05	20	13	Manhattan Min. Ev.	6
7396	No WGD	0.05	20	13	MEDALT	19
7397	No WGD	0.05	20	13	MEDICC2	4
7398	No WGD	0.025	10	0	Euclidean NJ	4
7399	No WGD	0.025	10	0	Euclidean Min. Ev.	2
7400	No WGD	0.025	10	0	Manhattan NJ	2
7401	No WGD	0.025	10	0	Manhattan Min. Ev.	2
7402	No WGD	0.025	10	0	MEDALT	7
7403	No WGD	0.025	10	0	MEDICC2	0
7404	Low WGD	0.05	15	2	Euclidean NJ	4
7405	Low WGD	0.05	15	2	Euclidean Min. Ev.	4
7406	Low WGD	0.05	15	2	Manhattan NJ	2
7407	Low WGD	0.05	15	2	Manhattan Min. Ev.	4
7408	Low WGD	0.05	15	2	MEDALT	13
7409	Low WGD	0.05	15	2	MEDICC2	0
7410	Low WGD	0.025	10	13	Euclidean NJ	2
7411	Low WGD	0.025	10	13	Euclidean Min. Ev.	2
7412	Low WGD	0.025	10	13	Manhattan NJ	2
7413	Low WGD	0.025	10	13	Manhattan Min. Ev.	2
7414	Low WGD	0.025	10	13	MEDALT	7
7415	Low WGD	0.025	10	13	MEDICC2	0
7416	Low WGD	0.05	500	17	Euclidean NJ	408
7417	Low WGD	0.05	500	17	Euclidean Min. Ev.	278
7418	Low WGD	0.05	500	17	Manhattan NJ	314
7419	Low WGD	0.05	500	17	Manhattan Min. Ev.	278
7420	Low WGD	0.05	500	17	MEDALT	444
7421	Low WGD	0.05	500	17	MEDICC2	322
7422	No WGD	0.025	20	19	Euclidean NJ	4
7423	No WGD	0.025	20	19	Euclidean Min. Ev.	2
7424	No WGD	0.025	20	19	Manhattan NJ	2
7425	No WGD	0.025	20	19	Manhattan Min. Ev.	2
7426	No WGD	0.025	20	19	MEDALT	13
7427	No WGD	0.025	20	19	MEDICC2	0
7428	High WGD	0.025	10	9	Euclidean NJ	4
7429	High WGD	0.025	10	9	Euclidean Min. Ev.	4
7430	High WGD	0.025	10	9	Manhattan NJ	4
7431	High WGD	0.025	10	9	Manhattan Min. Ev.	4
7432	High WGD	0.025	10	9	MEDALT	9
7433	High WGD	0.025	10	9	MEDICC2	0
7434	Low WGD	0.1	3	6	Euclidean NJ	0
7435	Low WGD	0.1	3	6	Euclidean Min. Ev.	0
7436	Low WGD	0.1	3	6	Manhattan NJ	0
7437	Low WGD	0.1	3	6	Manhattan Min. Ev.	0
7438	Low WGD	0.1	3	6	MEDALT	2
7439	Low WGD	0.1	3	6	MEDICC2	0
7440	High WGD	0.1	20	15	Euclidean NJ	18
7441	High WGD	0.1	20	15	Euclidean Min. Ev.	18
7442	High WGD	0.1	20	15	Manhattan NJ	10
7443	High WGD	0.1	20	15	Manhattan Min. Ev.	18
7444	High WGD	0.1	20	15	MEDALT	17
7445	High WGD	0.1	20	15	MEDICC2	4
7446	Low WGD	0.01	250	6	Euclidean NJ	154
7447	Low WGD	0.01	250	6	Euclidean Min. Ev.	138
7448	Low WGD	0.01	250	6	Manhattan NJ	90
7449	Low WGD	0.01	250	6	Manhattan Min. Ev.	138
7450	Low WGD	0.01	250	6	MEDALT	214
7451	Low WGD	0.01	250	6	MEDICC2	66
7452	No WGD	0.075	3	7	Euclidean NJ	0
7453	No WGD	0.075	3	7	Euclidean Min. Ev.	0
7454	No WGD	0.075	3	7	Manhattan NJ	0
7455	No WGD	0.075	3	7	Manhattan Min. Ev.	0
7456	No WGD	0.075	3	7	MEDALT	1
7457	No WGD	0.075	3	7	MEDICC2	0
7458	High WGD	0.075	20	14	Euclidean NJ	8
7459	High WGD	0.075	20	14	Euclidean Min. Ev.	6
7460	High WGD	0.075	20	14	Manhattan NJ	6
7461	High WGD	0.075	20	14	Manhattan Min. Ev.	6
7462	High WGD	0.075	20	14	MEDALT	16
7463	High WGD	0.075	20	14	MEDICC2	4
7464	Low WGD	0.01	100	4	Euclidean NJ	48
7465	Low WGD	0.01	100	4	Euclidean Min. Ev.	46
7466	Low WGD	0.01	100	4	Manhattan NJ	32
7467	Low WGD	0.01	100	4	Manhattan Min. Ev.	46
7468	Low WGD	0.01	100	4	MEDALT	89
7469	Low WGD	0.01	100	4	MEDICC2	26
7470	Low WGD	0.025	250	11	Euclidean NJ	148
7471	Low WGD	0.025	250	11	Euclidean Min. Ev.	120
7472	Low WGD	0.025	250	11	Manhattan NJ	100
7473	Low WGD	0.025	250	11	Manhattan Min. Ev.	120
7474	Low WGD	0.025	250	11	MEDALT	201
7475	Low WGD	0.025	250	11	MEDICC2	82
7476	No WGD	0.025	3	10	Euclidean NJ	0
7477	No WGD	0.025	3	10	Euclidean Min. Ev.	0
7478	No WGD	0.025	3	10	Manhattan NJ	0
7479	No WGD	0.025	3	10	Manhattan Min. Ev.	0
7480	No WGD	0.025	3	10	MEDALT	0
7481	No WGD	0.025	3	10	MEDICC2	0
7482	No WGD	0.01	5	22	Euclidean NJ	0
7483	No WGD	0.01	5	22	Euclidean Min. Ev.	0
7484	No WGD	0.01	5	22	Manhattan NJ	2
7485	No WGD	0.01	5	22	Manhattan Min. Ev.	0
7486	No WGD	0.01	5	22	MEDALT	2
7487	No WGD	0.01	5	22	MEDICC2	2
7488	Low WGD	0.01	20	2	Euclidean NJ	4
7489	Low WGD	0.01	20	2	Euclidean Min. Ev.	2
7490	Low WGD	0.01	20	2	Manhattan NJ	2
7491	Low WGD	0.01	20	2	Manhattan Min. Ev.	2
7492	Low WGD	0.01	20	2	MEDALT	13
7493	Low WGD	0.01	20	2	MEDICC2	0
7494	No WGD	0.01	20	20	Euclidean NJ	4
7495	No WGD	0.01	20	20	Euclidean Min. Ev.	2
7496	No WGD	0.01	20	20	Manhattan NJ	4
7497	No WGD	0.01	20	20	Manhattan Min. Ev.	2
7498	No WGD	0.01	20	20	MEDALT	17
7499	No WGD	0.01	20	20	MEDICC2	2
7500	Low WGD	0.1	3	12	Euclidean NJ	0
7501	Low WGD	0.1	3	12	Euclidean Min. Ev.	0
7502	Low WGD	0.1	3	12	Manhattan NJ	0
7503	Low WGD	0.1	3	12	Manhattan Min. Ev.	0
7504	Low WGD	0.1	3	12	MEDALT	1
7505	Low WGD	0.1	3	12	MEDICC2	0
7506	No WGD	0.01	15	17	Euclidean NJ	2
7507	No WGD	0.01	15	17	Euclidean Min. Ev.	4
7508	No WGD	0.01	15	17	Manhattan NJ	2
7509	No WGD	0.01	15	17	Manhattan Min. Ev.	4
7510	No WGD	0.01	15	17	MEDALT	14
7511	No WGD	0.01	15	17	MEDICC2	2
7512	Low WGD	0.01	5	9	Euclidean NJ	0
7513	Low WGD	0.01	5	9	Euclidean Min. Ev.	2
7514	Low WGD	0.01	5	9	Manhattan NJ	2
7515	Low WGD	0.01	5	9	Manhattan Min. Ev.	2
7516	Low WGD	0.01	5	9	MEDALT	4
7517	Low WGD	0.01	5	9	MEDICC2	2
7518	Low WGD	0.1	20	2	Euclidean NJ	16
7519	Low WGD	0.1	20	2	Euclidean Min. Ev.	12
7520	Low WGD	0.1	20	2	Manhattan NJ	10
7521	Low WGD	0.1	20	2	Manhattan Min. Ev.	12
7522	Low WGD	0.1	20	2	MEDALT	16
7523	Low WGD	0.1	20	2	MEDICC2	8
7524	No WGD	0.05	15	22	Euclidean NJ	10
7525	No WGD	0.05	15	22	Euclidean Min. Ev.	6
7526	No WGD	0.05	15	22	Manhattan NJ	10
7527	No WGD	0.05	15	22	Manhattan Min. Ev.	6
7528	No WGD	0.05	15	22	MEDALT	10
7529	No WGD	0.05	15	22	MEDICC2	2
7530	Low WGD	0.05	5	6	Euclidean NJ	2
7531	Low WGD	0.05	5	6	Euclidean Min. Ev.	2
7532	Low WGD	0.05	5	6	Manhattan NJ	0
7533	Low WGD	0.05	5	6	Manhattan Min. Ev.	2
7534	Low WGD	0.05	5	6	MEDALT	2
7535	Low WGD	0.05	5	6	MEDICC2	0
7536	Low WGD	0.025	5	10	Euclidean NJ	0
7537	Low WGD	0.025	5	10	Euclidean Min. Ev.	0
7538	Low WGD	0.025	5	10	Manhattan NJ	0
7539	Low WGD	0.025	5	10	Manhattan Min. Ev.	0
7540	Low WGD	0.025	5	10	MEDALT	2
7541	Low WGD	0.025	5	10	MEDICC2	0
7542	High WGD	0.1	3	6	Euclidean NJ	0
7543	High WGD	0.1	3	6	Euclidean Min. Ev.	0
7544	High WGD	0.1	3	6	Manhattan NJ	2
7545	High WGD	0.1	3	6	Manhattan Min. Ev.	0
7546	High WGD	0.1	3	6	MEDALT	1
7547	High WGD	0.1	3	6	MEDICC2	0
7548	No WGD	0.075	15	8	Euclidean NJ	4
7549	No WGD	0.075	15	8	Euclidean Min. Ev.	4
7550	No WGD	0.075	15	8	Manhattan NJ	4
7551	No WGD	0.075	15	8	Manhattan Min. Ev.	4
7552	No WGD	0.075	15	8	MEDALT	11
7553	No WGD	0.075	15	8	MEDICC2	2
7554	Low WGD	0.075	15	1	Euclidean NJ	10
7555	Low WGD	0.075	15	1	Euclidean Min. Ev.	6
7556	Low WGD	0.075	15	1	Manhattan NJ	0
7557	Low WGD	0.075	15	1	Manhattan Min. Ev.	6
7558	Low WGD	0.075	15	1	MEDALT	12
7559	Low WGD	0.075	15	1	MEDICC2	2
7560	No WGD	0.075	20	17	Euclidean NJ	10
7561	No WGD	0.075	20	17	Euclidean Min. Ev.	8
7562	No WGD	0.075	20	17	Manhattan NJ	6
7563	No WGD	0.075	20	17	Manhattan Min. Ev.	8
7564	No WGD	0.075	20	17	MEDALT	16
7565	No WGD	0.075	20	17	MEDICC2	4
7566	Low WGD	0.05	250	19	Euclidean NJ	152
7567	Low WGD	0.05	250	19	Euclidean Min. Ev.	100
7568	Low WGD	0.05	250	19	Manhattan NJ	96
7569	Low WGD	0.05	250	19	Manhattan Min. Ev.	100
7570	Low WGD	0.05	250	19	MEDALT	214
7571	Low WGD	0.05	250	19	MEDICC2	74
7572	Low WGD	0.075	15	23	Euclidean NJ	8
7573	Low WGD	0.075	15	23	Euclidean Min. Ev.	8
7574	Low WGD	0.075	15	23	Manhattan NJ	4
7575	Low WGD	0.075	15	23	Manhattan Min. Ev.	8
7576	Low WGD	0.075	15	23	MEDALT	12
7577	Low WGD	0.075	15	23	MEDICC2	0
7578	Low WGD	0.1	15	11	Euclidean NJ	0
7579	Low WGD	0.1	15	11	Euclidean Min. Ev.	0
7580	Low WGD	0.1	15	11	Manhattan NJ	0
7581	Low WGD	0.1	15	11	Manhattan Min. Ev.	0
7582	Low WGD	0.1	15	11	MEDALT	11
7583	Low WGD	0.1	15	11	MEDICC2	0
7584	Low WGD	0.05	20	0	Euclidean NJ	6
7585	Low WGD	0.05	20	0	Euclidean Min. Ev.	6
7586	Low WGD	0.05	20	0	Manhattan NJ	2
7587	Low WGD	0.05	20	0	Manhattan Min. Ev.	6
7588	Low WGD	0.05	20	0	MEDALT	16
7589	Low WGD	0.05	20	0	MEDICC2	2
7590	Low WGD	0.01	100	0	Euclidean NJ	64
7591	Low WGD	0.01	100	0	Euclidean Min. Ev.	66
7592	Low WGD	0.01	100	0	Manhattan NJ	58
7593	Low WGD	0.01	100	0	Manhattan Min. Ev.	66
7594	Low WGD	0.01	100	0	MEDALT	83
7595	Low WGD	0.01	100	0	MEDICC2	38
7596	High WGD	0.05	15	15	Euclidean NJ	4
